一	4e00.a
赤	571f.d,2ff1.571f.2ff0.4e3f.5c0f.e
赦	8d64.b,6535.c
赧	8d64.b,20b1d.c
赪	8d64.b,8d1e.c
赫	8d64.b,8d64.c
赭	8d64.b,8005.c
走	571f.d,9fb0.e
赱	571f.d,9fb0.e
赳	8d70.a,4e29.l
赴	8d70.a,535c.l
赵	8d70.a,4e42.l
赶	8d70.a,5e72.l
起	8d70.a,5df1.l
趁	8d70.a,3431.l
趄	8d70.a,4e14.l
超	8d70.a,53ec.l
越	8d70.a,6209.l
趋	8d70.a,520d.l
趑	8d70.a,6b21.l
趔	8d70.a,5217.l
趙	8d70.a,8096.l
趟	8d70.a,5c1a.l
趣	8d70.a,53d6.l
趨	8d70.a,82bb.l
趯	8d70.a,7fdf.l
趱	8d70.a,8d5e.l
足	53e3.d,9fb0.e
趴	27fb7.b,516b.c
趵	27fb7.b,52fa.c
趸	4e07.d,8db3.e
趺	27fb7.b,592b.c
趼	27fb7.b,5f00.c
趾	27fb7.b,6b62.c
趿	27fb7.b,53ca.c
跂	27fb7.b,652f.c
跃	27fb7.b,592d.c
跄	27fb7.b,4ed3.c
跆	27fb7.b,53f0.c
跋	27fb7.b,72ae.c
跌	27fb7.b,5931.c
跎	27fb7.b,5b83.c
跏	27fb7.b,52a0.c
跐	27fb7.b,6b64.c
跑	27fb7.b,5305.c
跖	27fb7.b,77f3.c
跗	27fb7.b,4ed8.c
跚	27fb7.b,518c.c
跛	27fb7.b,76ae.c
距	27fb7.b,5de8.c
跞	27fb7.b,4e50.c
跟	27fb7.b,826e.c
跡	27fb7.b,4ea6.c
跣	27fb7.b,5148.c
跤	27fb7.b,4ea4.c
跨	27fb7.b,5938.c
跪	27fb7.b,5371.c
跫	5de9.d,8db3.e
跬	27fb7.b,572d.c
路	27fb7.b,5404.c
跱	27fb7.b,5bfa.c
跳	27fb7.b,5146.c
践	27fb7.b,620b.c
跶	27fb7.b,8fbe.c
跷	27fb7.b,5c27.c
跸	27fb7.b,6bd5.c
跹	27fb7.b,8fc1.c
跺	27fb7.b,6735.c
跻	27fb7.b,9f50.c
跼	27fb7.b,5c40.c
跽	27fb7.b,5fcc.c
跿	27fb7.b,8d70.c
踅	6298.d,8db3.e
踈	27fb7.b,675f.c
踉	27fb7.b,826f.c
踊	27fb7.b,752c.c
踌	27fb7.b,5bff.c
踏	27fb7.b,6c93.c
踐	27fb7.b,6214.c
踒	27fb7.b,59d4.c
踔	27fb7.b,5353.c
踝	27fb7.b,679c.c
踞	27fb7.b,5c45.c
踟	27fb7.b,77e5.c
踢	27fb7.b,6613.c
踣	27fb7.b,5485.c
踦	27fb7.b,5947.c
踩	27fb7.b,91c7.c
踪	27fb7.b,5b97.c
踬	27fb7.b,8d28.c
踮	27fb7.b,5e97.c
踯	27fb7.b,90d1.c
踰	27fb7.b,4fde.c
踱	27fb7.b,5ea6.c
踴	27fb7.b,52c7.c
踵	27fb7.b,91cd.c
踶	27fb7.b,662f.c
踹	27fb7.b,8011.c
踺	27fb7.b,5efa.c
踽	27fb7.b,79b9.c
蹀	27fb7.b,67bc.c
蹁	27fb7.b,6241.c
蹂	27fb7.b,67d4.c
蹄	27fb7.b,5e1d.c
蹅	27fb7.b,67e5.c
蹇	21a04.d,8db3.e
蹈	27fb7.b,8200.c
蹉	27fb7.b,5dee.c
蹊	27fb7.b,595a.c
蹋	27fb7.b,26407.c
蹌	27fb7.b,5009.c
蹐	27fb7.b,810a.c
蹑	27fb7.b,8042.c
蹒	27fb7.b,2c72f.c
蹓	27fb7.b,7559.c
蹕	27fb7.b,7562.c
蹙	621a.d,8db3.e
蹚	27fb7.b,5802.c
蹜	27fb7.b,5bbf.c
蹟	27fb7.b,8cac.c
蹠	27fb7.b,5eb6.c
蹢	27fb7.b,5547.c
蹣	27fb7.b,34bc.c
蹤	27fb7.b,5f9e.c
蹦	27fb7.b,5d29.c
蹩	655d.d,8db3.e
蹬	27fb7.b,767b.c
蹭	27fb7.b,66fe.c
蹯	27fb7.b,756a.c
蹰	27fb7.b,53a8.c
蹲	27fb7.b,5c0a.c
蹴	27fb7.b,5c31.c
蹶	27fb7.b,53a5.c
蹼	27fb7.b,83d0.c
蹽	27fb7.b,5c1e.c
蹾	27fb7.b,6566.c
蹿	27fb7.b,7a9c.c
躁	27fb7.b,55bf.c
躄	8f9f.d,8db3.e
躅	27fb7.b,8700.c
躇	27fb7.b,8457.c
躊	27fb7.b,58fd.c
躋	27fb7.b,9f4a.c
躍	27fb7.b,7fdf.c
躏	27fb7.b,853a.c
躐	27fb7.b,5de4.c
躑	27fb7.b,912d.c
躓	27fb7.b,8cea.c
躔	27fb7.b,5edb.c
躙	27fb7.b,95b5.c
躜	27fb7.b,8d5e.c
躞	27fb7.b,71ee.c
躡	27fb7.b,8076.c
躪	27fb7.b,85fa.c
身	4e3f.d,2ff1.4e3f.2ff9.2ff4.2ffb.5b.2e.78.5d.5182.4e3f.4e8c.4e00.e
躬	8eab.b,5f13.c
躯	8eab.b,533a.c
躰	8eab.b,672c.c
躱	8eab.b,6735.c
躲	8eab.b,6735.c
躺	8eab.b,5c1a.c
躾	8eab.b,7f8e.c
軅	8eab.b,96c1.c
軆	8eab.b,8c4a.c
軈	8eab.b,61c9.c
車	5341.a,65e6.m
軋	8eca.b,4e5a.c
軌	8eca.b,4e5d.c
軍	5196.d,8eca.e
軎	8eca.d,53e3.e
軒	8eca.b,5e72.c
軛	8eca.b,5384.c
軟	8eca.b,6b20.c
転	8eca.b,4e91.c
軣	8eca.d,2ff1.8eca.2ff0.51ab.2ff1.4e3f.4e36.e
軫	8eca.b,3431.c
軸	8eca.b,7531.c
軻	8eca.b,53ef.c
軼	8eca.b,5931.c
軽	8eca.b,5723.c
軾	8eca.b,5f0f.c
較	8eca.b,4ea4.c
輅	8eca.b,5404.c
載	2298f.a,8eca.k
輊	8eca.b,81f3.c
輌	8eca.b,4e21.c
輒	8eca.b,2652e.c
輓	8eca.b,514d.c
輔	8eca.b,752b.c
輕	8eca.b,5de0.c
輙	8eca.b,53d6.c
輛	8eca.b,5169.c
輜	8eca.b,753e.c
輝	5149.b,8ecd.c
輟	8eca.b,53d5.c
輦	3698.d,8eca.e
輩	975e.d,8eca.e
輪	8eca.b,4f96.c
輯	8eca.b,54a0.c
輳	8eca.b,594f.c
輸	8eca.b,4fde.c
輹	8eca.b,590d.c
輻	8eca.b,7550.c
輾	8eca.b,5c55.c
輿	2ff3.2ff4.26951.8eca.4e00.516b.d,2ff1.4e00516b.e#
轂	23a8a.a,8eca.k
轄	8eca.b,5bb3.c
轅	8eca.b,8881.c
轆	8eca.b,9e7f.c
轉	8eca.b,5c08.c
轌	8eca.b,96ea.c
轍	8eca.b,3054e.c
轎	8eca.b,55ac.c
轗	8eca.b,611f.c
轜	8eca.b,9700.c
轟	8eca.d,485b.e
轡	26195.d,53e3.e
轢	8eca.b,6a02.c
轣	8eca.b,6b77.c
轤	8eca.b,76e7.c
车	5b.31.3a.5d.4e28.a,2ffb.5b.31.3a.5d.4e28.2ff1.2ffb.200ca.4e00.4e00.m
轧	8f66.b,4e5a.c
轨	8f66.b,4e5d.c
轩	8f66.b,5e72.c
轪	8f66.b,5927.c
轫	8f66.b,5203.c
转	8f66.b,4e13.c
轭	8f66.b,5384.c
轮	8f66.b,4ed1.c
软	8f66.b,6b20.c
轰	8f66.d,53cc.e
轱	8f66.b,53e4.c
轲	8f66.b,53ef.c
轳	8f66.b,5362.c
轴	8f66.b,7531.c
轵	8f66.b,53ea.c
轶	8f66.b,5931.c
轷	8f66.b,4e4e.c
轸	8f66.b,3431.c
轹	8f66.b,4e50.c
轺	8f66.b,53ec.c
轻	8f66.b,22016.c
轼	8f66.b,5f0f.c
载	2298f.a,8f66.k
轾	8f66.b,81f3.c
轿	8f66.b,4e54.c
辀	8f66.b,821f.c
辁	8f66.b,5168.c
辂	8f66.b,5404.c
较	8f66.b,4ea4.c
辄	8f66.b,2652e.c
辅	8f66.b,752b.c
辆	8f66.b,4e24.c
辇	3698.d,8f66.e
辈	975e.d,8f66.e
辉	5149.b,519b.c
辊	8f66.b,6606.c
辋	8f66.b,7f54.c
辌	8f66.b,4eac.c
辍	8f66.b,53d5.c
辎	8f66.b,753e.c
辏	8f66.b,594f.c
辐	8f66.b,7550.c
辑	8f66.b,54a0.c
辒	8f66.b,6637.c
输	8f66.b,4fde.c
辔	2ff1.2ff2.7e9f.8f66.7e9f.53e3.d,53e3.e
辕	8f66.b,8881.c
辖	8f66.b,5bb3.c
辗	8f66.b,5c55.c
辘	8f66.b,9e7f.c
辙	8f66.b,3054e.c
辚	8f66.b,7ca6.c
辛	7acb.d,5341.e
辜	53e4.d,8f9b.e
辞	820c.b,8f9b.c
辟	21c2a.b,8f9b.c
辣	8f9b.b,675f.c
辧	8fa1.a,5200.f
辨	8fa1.a,2cf00.f
辩	8fa1.a,8ba0.f
辫	8fa1.a,7e9f.f
辭	24514.b,8f9b.c
辮	8f9b.b,26013.c
辯	8f9b.b,46e8.c
辰	5382.a,2ff8.5382.2ff1.4e8c.30020.j
辱	8fb0.d,5bf8.e
農	66f2.d,8fb0.e
辶	4e36.d,23.28.200cd.4e40.29.e
辷	8fb6.a,4e00.l
边	8fb6.a,529b.l
辺	8fb6.a,5200.l
辻	8fb6.a,5341.l
込	8fb6.a,5165.l
辽	8fb6.a,4e86.l
达	8fb6.a,5927.l
辿	8fb6.a,5c71.l
迁	8fb6.a,5343.l
迂	8fb6.a,4e8e.l
迄	8fb6.a,4e5e.l
迅	8fb6.a,5342.l
过	8fb6.a,5bf8.l
迈	8fb6.a,4e07.l
迎	8fb6.a,536c.l
运	8fb6.a,4e91.l
近	8fb6.a,65a4.l
迓	8fb6.a,7259.l
返	8fb6.a,53cd.l
迕	8fb6.a,5348.l
还	8fb6.a,4e0d.l
这	8fb6.a,6587.l
迚	8fb6.a,4e2d.l
进	8fb6.a,4e95.l
远	8fb6.a,5143.l
违	8fb6.a,97e6.l
连	8fb6.a,8f66.l
迟	8fb6.a,5c3a.l
迢	8fb6.a,53ec.l
迤	8fb6.a,340c.l
迥	8fb6.a,518b.l
迦	8fb6.a,52a0.l
迨	8fb6.a,53f0.l
迩	8fb6.a,5c14.l
迪	8fb6.a,7531.l
迫	8fb6.a,767d.l
迭	8fb6.a,5931.l
迮	8fb6.a,4e4d.l
迯	8fb6.a,5916.l
述	8fb6.a,672f.l
迳	8fb6.a,22016.l
迴	8fb6.a,56de.l
迷	8fb6.a,7c73.l
迸	8fb6.a,5e76.l
迹	8fb6.a,4ea6.l
迺	8fb6.a,897f.l
追	8fb6.a,200a4.l
退	8fb6.a,826e.l
送	8fb6.a,5173.l
适	8fb6.a,820c.l
逃	8fb6.a,5146.l
逄	8fb6.a,5905.l
逅	8fb6.a,540e.l
逆	8fb6.a,5c70.l
选	8fb6.a,5148.l
逊	8fb6.a,5b59.l
逋	8fb6.a,752b.l
逍	8fb6.a,8096.l
逎	8fb6.a,9149.l
透	8fb6.a,79c0.l
逐	8fb6.a,8c55.l
逑	8fb6.a,6c42.l
递	8fb6.a,5f1f.l
逓	8fb6.a,4e55.l
途	8fb6.a,4f59.l
逕	8fb6.a,5de0.l
逖	8fb6.a,72c4.l
逗	8fb6.a,8c46.l
這	8fb6.a,8a00.l
通	8fb6.a,752c.l
逛	8fb6.a,72c2.l
逝	8fb6.a,6298.l
逞	8fb6.a,5448.l
速	8fb6.a,675f.l
造	8fb6.a,544a.l
逡	8fb6.a,590b.l
逢	8fb6.a,5906.l
連	8fb6.a,8eca.l
逦	8fb6.a,4e3d.l
逧	8fb6.a,8c37.l
逭	8fb6.a,5b98.l
逮	8fb6.a,96b6.l
逯	8fb6.a,5f55.l
週	8fb6.a,5468.l
進	8fb6.a,96b9.l
逴	8fb6.a,5353.l
逵	8fb6.a,5774.l
逶	8fb6.a,59d4.l
逸	8fb6.a,5154.l
逹	8fb6.a,5e78.l
逻	8fb6.a,7f57.l
逼	8fb6.a,7550.l
逾	8fb6.a,4fde.l
遁	8fb6.a,76fe.l
遂	8fb6.a,34b8.l
遄	8fb6.a,8011.l
遅	8fb6.a,21c5d.l
遆	8fb6.a,5e1d.l
遇	8fb6.a,79ba.l
遉	8fb6.a,8c9e.l
遊	8fb6.a,65bf.l
運	8fb6.a,8ecd.l
遍	8fb6.a,6241.l
過	8fb6.a,54bc.l
遏	8fb6.a,66f7.l
遐	8fb6.a,53da.l
遑	8fb6.a,7687.l
遒	8fb6.a,914b.l
道	8fb6.a,9996.l
達	8fb6.a,26352.l
違	8fb6.a,97cb.l
遖	8fb6.a,5357.l
遗	8fb6.a,8d35.l
遘	8fb6.a,5193.l
遙	8fb6.a,4343.l
遛	8fb6.a,7559.l
遜	8fb6.a,5b6b.l
遞	8fb6.a,8652.l
遠	8fb6.a,8881.l
遡	8fb6.a,6714.l
遢	8fb6.a,26407.l
遣	8fb6.a,20ccb.l
遥	8fb6.a,4343.l
遨	8fb6.a,6556.l
適	8fb6.a,5547.l
遭	8fb6.a,66f9.l
遮	8fb6.a,5eb6.l
遯	8fb6.a,8c5a.l
遲	8fb6.a,7280.l
遴	8fb6.a,7ca6.l
遵	8fb6.a,5c0a.l
遶	8fb6.a,582f.l
遷	8fb6.a,4674.l
選	8fb6.a,5dfd.l
遹	8fb6.a,77de.l
遺	8fb6.a,8cb4.l
遼	8fb6.a,5c1e.l
遽	8fb6.a,8c66.l
避	8fb6.a,8f9f.l
邀	8fb6.a,656b.l
邁	8fb6.a,842c.l
邂	8fb6.a,89e3.l
邃	8fb6.a,2ffa.8fb6.2ff1.7a74.34b8.l
還	8fb6.a,7758.l
邇	8fb6.a,723e.l
邈	8fb6.a,8c8c.l
邉	8fb6.a,2ffa.8fb6.2ff3.81ea.7a74.53e3.l
邊	8fb6.a,81f1.l
邋	8fb6.a,5de4.l
邏	8fb6.a,7f85.l
邑	53e3.d,5df4.e
邓	53c8.b,961d.c
邕	5ddb.d,9091.e
邗	5e72.b,961d.c
邘	4e8e.b,961d.c
邙	4ea1.b,961d.c
邛	5de5.b,961d.c
邝	5e7f.b,961d.c
邠	5206.b,961d.c
邡	65b9.b,961d.c
邢	5f00.b,961d.c
那	2d0c2.b,961d.c
邦	4e30.b,961d.c
邨	5c6f.b,961d.c
邪	7259.b,961d.c
邬	4e4c.b,961d.c
邮	7531.b,961d.c
邯	7518.b,961d.c
邰	53f0.b,961d.c
邱	4e18.b,961d.c
邲	5fc5.b,961d.c
邳	4e15.b,961d.c
邴	4e19.b,961d.c
邵	53ec.b,961d.c
邶	5317.b,961d.c
邸	6c10.b,961d.c
邹	520d.b,961d.c
邺	4e1a.b,961d.c
邻	4ee4.b,961d.c
邽	572d.b,961d.c
邾	6731.b,961d.c
邿	5bfa.b,961d.c
郁	6709.b,961d.c
郃	5408.b,961d.c
郄	20ae4.b,961d.c
郅	81f3.b,961d.c
郇	65ec.b,961d.c
郈	540e.b,961d.c
郊	4ea4.b,961d.c
郎	2ff0.2ff1.4e36.2ff8.22033.4e36.961d.b,961d.c
郏	5939.b,961d.c
郐	4f1a.b,961d.c
郑	5173.b,961d.c
郓	519b.b,961d.c
郗	5e0c.b,961d.c
郚	543e.b,961d.c
郛	5b5a.b,961d.c
郜	544a.b,961d.c
郝	8d64.b,961d.c
郡	541b.b,961d.c
郢	5448.b,961d.c
郤	8c37.b,961d.c
郦	4e3d.b,961d.c
郧	5458.b,961d.c
部	5485.b,961d.c
郪	59bb.b,961d.c
郫	5351.b,961d.c
郭	4eab.b,961d.c
郯	708e.b,961d.c
郴	6728.b,48b6.c
郵	5782.b,961d.c
郷	4e61.b,2ff0.2ff2.4e61.2ff8.22033.4e36.961d961d.c#
郸	5355.b,961d.c
都	8005.b,961d.c
郾	533d.b,961d.c
郿	7709.b,961d.c
鄀	82e5.b,961d.c
鄂	54a2.b,961d.c
鄃	4fde.b,961d.c
鄄	5794.b,961d.c
鄅	79b9.b,961d.c
鄌	5510.b,961d.c
鄑	664b.b,961d.c
鄒	82bb.b,961d.c
鄗	9ad8.b,961d.c
鄘	5eb8.b,961d.c
鄙	555a.b,961d.c
鄚	83ab.b,961d.c
鄜	9e7f.b,961d.c
鄞	5807.b,961d.c
鄠	96e9.b,961d.c
鄢	7109.b,961d.c
鄣	7ae0.b,961d.c
鄫	66fe.b,961d.c
鄭	5960.b,961d.c
鄯	5584.b,961d.c
鄰	7ca6.b,961d.c
鄱	756a.b,961d.c
鄲	55ae.b,961d.c
鄹	805a.b,961d.c
酂	8d5e.b,961d.c
酃	971d.b,961d.c
酅	5dc2.b,961d.c
酆	8c50.b,961d.c
酉	897f.a,4e00.f
酊	9149.b,4e01.c
酋	4e37.d,9149.e
酌	9149.b,52fa.c
配	9149.b,5df1.c
酎	9149.b,5bf8.c
酏	9149.b,4e5f.c
酐	9149.b,5e72.c
酒	6c35.b,9149.c
酔	9149.b,5346.c
酖	9149.b,5198.c
酗	9149.b,51f6.c
酘	9149.b,6bb3.c
酚	9149.b,5206.c
酝	9149.b,4e91.c
酞	9149.b,592a.c
酡	9149.b,5b83.c
酢	9149.b,4e4d.c
酣	9149.b,7518.c
酤	9149.b,53e4.c
酥	9149.b,79be.c
酦	9149.b,53d1.c
酩	9149.b,540d.c
酪	9149.b,5404.c
酬	9149.b,5dde.c
酮	9149.b,540c.c
酯	9149.b,65e8.c
酰	9149.b,5148.c
酱	2ff1.2ff0.4e2c.5915.9149.d,9149.e
酲	9149.b,5448.c
酳	9149.b,2ff0.9149.2ff1.5e7a.2e9d.c
酴	9149.b,4f59.c
酵	9149.b,5b5d.c
酶	9149.b,6bcf.c
酷	9149.b,544a.c
酸	9149.b,590b.c
酹	9149.b,5bfd.c
酺	9149.b,752b.c
酽	9149.b,4e25.c
酾	9149.b,4e3d.c
酿	9149.b,826f.c
醂	9149.b,6797.c
醅	9149.b,5485.c
醇	9149.b,4eab.c
醉	9149.b,5352.c
醋	9149.b,6614.c
醌	9149.b,6606.c
醍	9149.b,662f.c
醐	9149.b,80e1.c
醑	9149.b,80e5.c
醒	9149.b,661f.c
醗	9149.b,767a.c
醚	9149.b,8ff7.c
醛	9149.b,8343.c
醜	9149.b,9b3c.c
醢	9149.b,25053.c
醣	9149.b,5510.c
醤	5c06.d,9149.e
醨	9149.b,79bb.c
醪	9149.b,7fcf.c
醫	6bb9.d,9149.e
醭	9149.b,83d0.c
醮	9149.b,7126.c
醯	9149.b,2ff0.9149.2ff1.342c.76bf.c
醴	9149.b,8c4a.c
醵	9149.b,8c66.c
醸	9149.b,342e.c
醺	9149.b,718f.c
醾	9149.b,7cdc.c
釀	9149.b,8944.c
釁	2ff3.2ff4.26951.540c.5196.2ff1.9149.5206.d,2ff1.51962ff3.2ff4.26951.540c.5196.2ff1.9149.5206.e#
釆	4e3f.d,7c73.e
采	722b.d,6728.e
釈	91c6.b,5c3a.c
釉	91c6.b,7531.c
释	91c6.b,20b24.c
釋	91c6.b,776a.c
里	2ff1.2ffb.7532.4e00.4e00.d,4e00.e
重	2123c.a,65e6.m
野	91cc.b,4e88.c
量	65e6.d,91cc.e
釐	20a7a.a,91cc.j
金	5168.a,4e37.m
釖	91d1.b,5200.c
釘	91d1.b,4e01.c
釛	91d1.b,529b.c
釜	7236.d,2ff1.7236.2ffb.738b.4e37.e
針	91d1.b,5341.c
釟	91d1.b,516b.c
釡	516b.d,91d1.e
釣	91d1.b,52fa.c
釦	91d1.b,53e3.c
釧	91d1.b,5ddd.c
釵	91d1.b,53c9.c
釶	91d1.b,4e5f.c
釼	91d1.b,5203.c
釿	91d1.b,65a4.c
鈍	91d1.b,5c6f.c
鈎	91d1.b,52fe.c
鈑	91d1.b,53cd.c
鈔	91d1.b,5c11.c
鈕	91d1.b,4e11.c
鈞	91d1.b,5300.c
鈩	91d1.b,6237.c
鈬	91d1.b,5c3a.c
鈴	91d1.b,4ee4.c
鈷	91d1.b,53e4.c
鈿	91d1.b,7530.c
鉄	91d1.b,5931.c
鉅	91d1.b,5de8.c
鉈	91d1.b,5b83.c
鉉	91d1.b,7384.c
鉋	91d1.b,5305.c
鉐	91d1.b,77f3.c
鉗	91d1.b,7518.c
鉚	91d1.b,536f.c
鉛	91d1.b,3563.c
鉞	91d1.b,6209.c
鉢	91d1.b,672c.c
鉤	91d1.b,53e5.c
鉦	91d1.b,6b63.c
鉱	91d1.b,5e83.c
鉴	30022.d,91d1.e
鉾	91d1.b,725f.c
銀	91d1.b,826e.c
銃	91d1.b,5145.c
銅	91d1.b,540c.c
銎	5de9.d,91d1.e
銑	91d1.b,5148.c
銓	91d1.b,5168.c
銕	91d1.b,5937.c
銖	91d1.b,6731.c
銘	91d1.b,540d.c
銚	91d1.b,5146.c
銛	91d1.b,820c.c
銜	884c.a,91d1.f
銭	91d1.b,620b.c
銮	3005c.d,91d1.e
銷	91d1.b,8096.c
銹	91d1.b,79c0.c
鋆	5747.d,91d1.e
鋈	6c83.d,91d1.e
鋏	91d1.b,593e.c
鋒	91d1.b,5906.c
鋤	91d1.b,52a9.c
鋩	91d1.b,8292.c
鋪	91d1.b,752b.c
鋭	91d1.b,5151.c
鋲	91d1.b,5175.c
鋳	91d1.b,5bff.c
鋸	91d1.b,5c45.c
鋺	91d1.b,5b9b.c
鋼	91d1.b,5ca1.c
錆	91d1.b,9752.c
錏	91d1.b,4e9e.c
錐	91d1.b,96b9.c
錘	91d1.b,5782.c
錙	91d1.b,753e.c
錚	91d1.b,4e89.c
錠	91d1.b,5b9a.c
錢	91d1.b,6214.c
錣	91d1.b,53d5.c
錦	91d1.b,5e1b.c
錨	91d1.b,82d7.c
錫	91d1.b,6613.c
錬	91d1.b,6771.c
錮	91d1.b,56fa.c
錯	91d1.b,6614.c
録	91d1.b,5f55.c
錵	91d1.b,82b1.c
錺	91d1.b,82b3.c
錻	91d1.b,6b66.c
錾	65a9.d,91d1.e
鍄	91d1.b,4eac.c
鍋	91d1.b,54bc.c
鍍	91d1.b,5ea6.c
鍔	91d1.b,54a2.c
鍖	91d1.b,751a.c
鍛	91d1.b,6bb5.c
鍜	91d1.b,53da.c
鍠	91d1.b,7687.c
鍪	6544.d,91d1.e
鍬	91d1.b,79cb.c
鍮	91d1.b,4fde.c
鍵	91d1.b,5efa.c
鍼	91d1.b,54b8.c
鍾	91d1.b,91cd.c
鎌	91d1.b,517c.c
鎏	6d41.d,91d1.e
鎔	91d1.b,5bb9.c
鎖	91d1.b,27d2a.c
鎗	91d1.b,5009.c
鎚	91d1.b,8ffd.c
鎧	91d1.b,8c48.c
鎬	91d1.b,9ad8.c
鎭	91d1.b,771f.c
鎮	91d1.b,771f.c
鎰	91d1.b,76ca.c
鎹	91d1.b,9001.c
鏃	91d1.b,65cf.c
鏈	91d1.b,9023.c
鏊	6556.d,91d1.e
鏐	91d1.b,7fcf.c
鏑	91d1.b,5547.c
鏖	9e7f.d,91d1.e
鏗	91d1.b,5805.c
鏘	91d1.b,5c07.c
鏝	91d1.b,66fc.c
鏡	91d1.b,7adf.c
鏤	91d1.b,5a41.c
鏥	91d1.b,5bbf.c
鏨	65ac.d,91d1.e
鐃	91d1.b,582f.c
鐇	91d1.b,756a.c
鐐	91d1.b,5c1e.c
鐓	91d1.b,6566.c
鐔	91d1.b,8983.c
鐘	91d1.b,7ae5.c
鐙	91d1.b,767b.c
鐚	91d1.b,60e1.c
鐡	91d1.b,2ff0.91d1.2ff9.54c9.4491.c
鐫	91d1.b,96cb.c
鐵	91d1.b,229dc.c
鐶	91d1.b,7758.c
鐸	91d1.b,776a.c
鐺	91d1.b,7576.c
鐾	8f9f.d,91d1.e
鑁	91d1.b,21570.c
鑄	91d1.b,58fd.c
鑑	91d1.b,76e3.c
鑒	30bf2.d,91d1.e
鑓	91d1.b,9063.c
鑚	91d1.b,8cdb.c
鑛	91d1.b,5ee3.c
鑞	91d1.b,5de4.c
鑠	91d1.b,6a02.c
鑢	91d1.b,616e.c
鑪	91d1.b,76e7.c
鑫	91d1.d,9342.e
鑰	91d1.b,9fa0.c
鑵	91d1.b,96da.c
鑷	91d1.b,8076.c
鑼	91d1.b,7f85.c
鑽	91d1.b,8d0a.c
鑾	470c.d,91d1.e
鑿	23ade.d,91d1.e
钁	91d1.b,77cd.c
钅	20089.d,2ff1.4e004e03.e#
钆	9485.b,4e5a.c
钇	9485.b,4e59.c
针	9485.b,5341.c
钉	9485.b,4e01.c
钊	9485.b,5202.c
钋	9485.b,535c.c
钌	9485.b,4e86.c
钍	9485.b,571f.c
钎	9485.b,5343.c
钏	9485.b,5ddd.c
钐	9485.b,5f61.c
钒	9485.b,51e1.c
钓	9485.b,52fa.c
钔	9485.b,95e8.c
钕	9485.b,5973.c
钖	9485.b,200d3.c
钗	9485.b,53c9.c
钘	9485.b,5f00.c
钙	9485.b,4e10.c
钚	9485.b,4e0d.c
钛	9485.b,592a.c
钜	9485.b,5de8.c
钝	9485.b,5c6f.c
钞	9485.b,5c11.c
钟	9485.b,4e2d.c
钠	9485.b,5185.c
钡	9485.b,8d1d.c
钢	9485.b,5188.c
钣	9485.b,53cd.c
钤	9485.b,4eca.c
钥	9485.b,6708.c
钦	9485.b,6b20.c
钧	9485.b,5300.c
钨	9485.b,4e4c.c
钩	9485.b,52fe.c
钪	9485.b,4ea2.c
钫	9485.b,65b9.c
钬	9485.b,706b.c
钭	9485.b,6597.c
钮	9485.b,4e11.c
钯	9485.b,5df4.c
钰	9485.b,7389.c
钱	9485.b,620b.c
钲	9485.b,6b63.c
钳	9485.b,7518.c
钴	9485.b,53e4.c
钵	9485.b,672c.c
钶	9485.b,53ef.c
钷	9485.b,53f5.c
钸	9485.b,5e03.c
钹	9485.b,72ae.c
钺	9485.b,6209.c
钻	9485.b,5360.c
钼	9485.b,76ee.c
钽	9485.b,65e6.c
钾	9485.b,7532.c
钿	9485.b,7530.c
铀	9485.b,7531.c
铁	9485.b,5931.c
铂	9485.b,767d.c
铃	9485.b,4ee4.c
铄	9485.b,4e50.c
铅	9485.b,3563.c
铆	9485.b,536f.c
铈	9485.b,5e02.c
铉	9485.b,7384.c
铊	9485.b,5b83.c
铋	9485.b,5fc5.c
铌	9485.b,5c3c.c
铍	9485.b,76ae.c
铎	9485.b,20b24.c
铏	9485.b,5211.c
铐	9485.b,8003.c
铑	9485.b,8001.c
铒	9485.b,8033.c
铕	9485.b,6709.c
铖	9485.b,6210.c
铗	9485.b,5939.c
铘	9485.b,90aa.c
铙	9485.b,5c27.c
铚	9485.b,81f3.c
铛	9485.b,5f53.c
铜	9485.b,540c.c
铝	9485.b,5415.c
铞	9485.b,540a.c
铟	9485.b,56e0.c
铠	9485.b,5c82.c
铡	9485.b,5219.c
铢	9485.b,6731.c
铣	9485.b,5148.c
铤	9485.b,5ef7.c
铥	9485.b,4e22.c
铧	9485.b,534e.c
铨	9485.b,5168.c
铩	9485.b,6740.c
铪	9485.b,5408.c
铫	9485.b,5146.c
铬	9485.b,5404.c
铭	9485.b,540d.c
铮	9485.b,4e89.c
铯	9485.b,8272.c
铰	9485.b,4ea4.c
铱	9485.b,8863.c
铲	9485.b,4ea7.c
铳	9485.b,5145.c
铴	9485.b,6c64.c
铵	9485.b,5b89.c
银	9485.b,826e.c
铷	9485.b,5982.c
铸	9485.b,5bff.c
铹	9485.b,52b3.c
铺	9485.b,752b.c
铻	9485.b,543e.c
铼	9485.b,6765.c
铽	9485.b,5fd2.c
链	9485.b,8fde.c
铿	9485.b,575a.c
销	9485.b,8096.c
锁	9485.b,2d546.c
锂	9485.b,91cc.c
锃	9485.b,5448.c
锄	9485.b,52a9.c
锅	9485.b,5459.c
锆	9485.b,544a.c
锇	9485.b,6211.c
锈	9485.b,79c0.c
锉	9485.b,5750.c
锊	9485.b,5bfd.c
锋	9485.b,5906.c
